p_val	avg_log2FC	pct.1	pct.2	p_val_adj
AC079594.2	0.154271568218271	2.58723500360987	0	0	1
SI	0.154271568218271	3.96087903592641	0	0	1
P3H2-AS1	0.154271568218271	1.47642797358074	0	0	1
AC046143.1	0.154271568218271	2.39331276121247	0	0	1
LINC01972	0.154271568218271	3.11643943428834	0	0	1
AC092574.2	0.154271568218271	1.57942680493532	0	0	1
AL136360.2	0.154271568218271	2.18341040001599	0	0	1
HGFAC	0.154271568218271	3.91497369468962	0	0	1
ADRA2C	0.154271568218271	4.26222820528319	0	0	1
NKX3-2	0.154271568218271	2.92418248008607	0	0	1
LINC02473	0.154271568218271	3.93196545990678	0	0	1
AC069200.1	0.154271568218271	1.75740963103559	0	0	1
LINC02562	0.154271568218271	3.55768687123497	0	0	1
SOWAHB	0.154271568218271	2.29864822631842	0	0	1
AC097478.1	0.154271568218271	2.32832142836666	0	0	1
ATOH1	0.154271568218271	4.56506015459751	0	0	1
BMPR1B	0.154271568218271	3.7672745413077	0	0	1
CXXC4-AS1	0.154271568218271	1.58476603622593	0	0	1
UCP1	0.154271568218271	1.93910147262698	0	0	1
LINC02275	0.154271568218271	2.18847008001592	0	0	1
TENM3	0.154271568218271	4.1811541089329	0	0	1
CLDN22	0.154271568218271	2.50197188949464	0	0	1
ENPP6	0.154271568218271	5.00464767780961	0	0	1
NKD2	0.154271568218271	3.99919525455809	0	0	1
AC122710.3	0.154271568218271	3.07063173484913	0	0	1
C5orf49	0.154271568218271	2.12309330461646	0	0	1
AC025174.1	0.154271568218271	2.86758726879816	0	0	1
AC010343.3	0.154271568218271	2.74711312143641	0	0	1
ANKRD34B	0.154271568218271	2.20567656362042	0	0	1
MEF2C-AS2	0.154271568218271	2.9206196067473	0	0	1
LINC02163	0.154271568218271	3.30446858811439	0	0	1
LVRN	0.154271568218271	2.57894894809726	0	0	1
AC114284.1	0.154271568218271	3.06857366756771	0	0	1
AC022101.1	0.154271568218271	2.34906692988413	0	0	1
PRDM6	0.154271568218271	1.98387097462483	0	0	1
LINC01843	0.154271568218271	3.10816138669073	0	0	1
GFRA3	0.154271568218271	1.44630299925504	0	0	1
PCDHB5	0.154271568218271	2.90945261026032	0	0	1
NMUR2	0.154271568218271	2.49998582855942	0	0	1
FABP6	0.154271568218271	2.72694323718909	0	0	1
AC008609.1	0.154271568218271	2.92437550239243	0	0	1
AC008637.1	0.154271568218271	2.46881883822359	0	0	1
LINC01484	0.154271568218271	1.89980983654383	0	0	1
NSG2	0.154271568218271	1.98410420545244	0	0	1
DRD1	0.154271568218271	3.1200626070486	0	0	1
AC145098.1	0.154271568218271	2.89089105278001	0	0	1
AL133351.1	0.154271568218271	3.42370848565348	0	0	1
MIR548A1HG	0.154271568218271	2.23923710659039	0	0	1
AL133264.2	0.154271568218271	2.18153721693516	0	0	1
BTN1A1	0.154271568218271	1.90080370839531	0	0	1
AL645929.2	0.154271568218271	3.33144216016981	0	0	1
TRIM31-AS1	0.154271568218271	2.21291830966047	0	0	1
PSORS1C2	0.154271568218271	3.39261776715002	0	0	1
MSH5-SAPCD1	0.154271568218271	2.59193264617584	0	0	1
TCP11	0.154271568218271	2.45399369002764	0	0	1
GUCA1A	0.154271568218271	3.78993502007274	0	0	1
MEP1A	0.154271568218271	3.27093782182082	0	0	1
FKBP1C	0.154271568218271	2.82443016224572	0	0	1
KHDC1L	0.154271568218271	2.24142216561607	0	0	1
AL034347.1	0.154271568218271	2.12663683550245	0	0	1
MRAP2	0.154271568218271	3.05564991193734	0	0	1
CFAP206	0.154271568218271	1.77788760364122	0	0	1
GRIK2	0.154271568218271	3.22705962893821	0	0	1
LINC00222	0.154271568218271	2.70552946583034	0	0	1
Z99289.3	0.154271568218271	3.63690750947109	0	0	1
FO393415.1	0.154271568218271	2.1797684805406	0	0	1
FILNC1	0.154271568218271	2.08039913004671	0	0	1
RAET1E	0.154271568218271	3.78351316247867	0	0	1
RAET1G	0.154271568218271	2.51807167986055	0	0	1
PRR18	0.154271568218271	2.56601629698208	0	0	1
UNC93A	0.154271568218271	2.10786615319859	0	0	1
TTLL2	0.154271568218271	2.35499197505084	0	0	1
KIF25-AS1	0.154271568218271	2.49422605368368	0	0	1
FRMD1	0.154271568218271	2.406235364054	0	0	1
LINC00242	0.154271568218271	1.75740963103559	0	0	1
AC092171.1	0.154271568218271	2.38037093850506	0	0	1
AC073343.2	0.154271568218271	2.11269066732649	0	0	1
AC007009.1	0.154271568218271	3.34060502294187	0	0	1
AC013470.2	0.154271568218271	1.61860852213089	0	0	1
AC004540.1	0.154271568218271	4.42576401293804	0	0	1
AC006978.2	0.154271568218271	2.00325462296478	0	0	1
PDE1C	0.154271568218271	4.23527942145833	0	0	1
AC018648.1	0.154271568218271	3.5956416677801	0	0	1
AC004988.1	0.154271568218271	2.55806317789482	0	0	1
VWC2	0.154271568218271	4.06245069009878	0	0	1
AC092647.5	0.154271568218271	3.60580447340775	0	0	1
AC092447.5	0.154271568218271	2.41069759076042	0	0	1
AC073349.1	0.154271568218271	4.56506015459751	0	0	1
AC002454.1	0.154271568218271	4.53863303138068	0	0	1
AC002429.2	0.154271568218271	1.8722191407372	0	0	1
BHLHA15	0.154271568218271	3.57619639063936	0	0	1
KPNA7	0.154271568218271	2.35499197505084	0	0	1
CYP3A7	0.154271568218271	4.37909257481273	0	0	1
LINC02577	0.154271568218271	1.74611811546295	0	0	1
SLC26A3	0.154271568218271	2.48786510313933	0	0	1
RNF148	0.154271568218271	2.76330502061602	0	0	1
AKR1B15	0.154271568218271	2.96349725183721	0	0	1
CLEC2L	0.154271568218271	2.98034855346782	0	0	1
MGAM2	0.154271568218271	2.94816551565614	0	0	1
KEL	0.154271568218271	2.83630394236961	0	0	1
MNX1-AS2	0.154271568218271	4.34701221612225	0	0	1
NLGN4X	0.154271568218271	3.68765268010686	0	0	1
FAM9B	0.154271568218271	2.36217719849683	0	0	1
LINC02154	0.154271568218271	2.32819473663129	0	0	1
ACE2	0.154271568218271	3.22014584825421	0	0	1
ARX	0.154271568218271	4.46912826877496	0	0	1
AC121342.1	0.154271568218271	1.96099786008088	0	0	1
NYX	0.154271568218271	2.10675255612323	0	0	1
GATA1	0.154271568218271	5.38656453234327	0	0	1
NOX1	0.154271568218271	2.3213920910097	0	0	1
MAGEA4	0.154271568218271	2.1160771939976	0	0	1
TREX2	0.154271568218271	1.61860852213089	0	0	1
DUSP9	0.154271568218271	2.66049535785639	0	0	1
TEX28	0.154271568218271	2.65636440036916	0	0	1
AC245140.1	0.154271568218271	3.85711145340957	0	0	1
DEFA3	0.154271568218271	3.66324097058512	0	0	1
PDGFRL	0.154271568218271	4.46394436137216	0	0	1
LZTS1-AS1	0.154271568218271	1.71521992346297	0	0	1
AC138356.3	0.154271568218271	2.07893816502799	0	0	1
AC091173.1	0.154271568218271	2.80119942276407	0	0	1
CPA6	0.154271568218271	2.11078998113358	0	0	1
MMP16	0.154271568218271	2.96745021085093	0	0	1
AP003692.1	0.154271568218271	2.00089970842333	0	0	1
AP003465.1	0.154271568218271	2.3152843563029	0	0	1
FAM83A-AS1	0.154271568218271	3.3355546258881	0	0	1
COL22A1	0.154271568218271	3.98627622535212	0	0	1
AC067930.5	0.154271568218271	2.52970833052532	0	0	1
AC105219.4	0.154271568218271	2.61336377077306	0	0	1
AL583785.1	0.154271568218271	5.24392637207307	0	0	1
AL157937.1	0.154271568218271	2.38437835859689	0	0	1
SHC3	0.154271568218271	3.75889914368213	0	0	1
BX470209.1	0.154271568218271	3.94179381932828	0	0	1
PLPPR1	0.154271568218271	3.54232688133973	0	0	1
AL158070.1	0.154271568218271	4.53314210418116	0	0	1
SVEP1	0.154271568218271	3.64125039157975	0	0	1
FAM225A	0.154271568218271	2.75551888983624	0	0	1
LHX6	0.154271568218271	2.36217719849683	0	0	1
PPP1R26-AS1	0.154271568218271	2.3962718484582	0	0	1
LHX3	0.154271568218271	2.66049535785639	0	0	1
B4GALNT4	0.154271568218271	1.83498268897353	0	0	1
AC139749.1	0.154271568218271	2.41040877152442	0	0	1
KRTAP5-1	0.154271568218271	2.85818164919129	0	0	1
ART5	0.154271568218271	2.23793004390764	0	0	1
AC015689.1	0.154271568218271	2.09658487767213	0	0	1
AC087280.2	0.154271568218271	2.57663865390497	0	0	1
NLRP14	0.154271568218271	2.16381571839035	0	0	1
SCUBE2	0.154271568218271	3.63690750947109	0	0	1
RASSF10	0.154271568218271	2.30886922710653	0	0	1
OTOG	0.154271568218271	2.23793004390764	0	0	1
AC124657.1	0.154271568218271	3.207669734124	0	0	1
AL049629.1	0.154271568218271	1.82146272500691	0	0	1
OR4B1	0.154271568218271	2.27650259707299	0	0	1
OR5B2	0.154271568218271	1.93910147262698	0	0	1
HRASLS5	0.154271568218271	3.16015123721042	0	0	1
LGALS12	0.154271568218271	3.30004629448886	0	0	1
OVOL1-AS1	0.154271568218271	2.50197188949464	0	0	1
C11orf86	0.154271568218271	3.78921957921722	0	0	1
AP002383.2	0.154271568218271	2.26716119520936	0	0	1
PGR	0.154271568218271	2.87792352033055	0	0	1
CARD18	0.154271568218271	3.69810373389467	0	0	1
DRD2	0.154271568218271	2.26510533376679	0	0	1
AP002518.1	0.154271568218271	1.83197943188114	0	0	1
AP003393.1	0.154271568218271	2.32554025318325	0	0	1
ACRV1	0.154271568218271	2.48172429770452	0	0	1
PATE2	0.154271568218271	1.47642797358074	0	0	1
PROSER2-AS1	0.154271568218271	4.83268886138689	0	0	1
C10orf113	0.154271568218271	2.52540730934912	0	0	1
ARMC3	0.154271568218271	2.11269066732649	0	0	1
LINC01553	0.154271568218271	2.51926054122675	0	0	1
AC073389.2	0.154271568218271	1.65801526795274	0	0	1
DUSP13	0.154271568218271	1.90979756452368	0	0	1
PITX3	0.154271568218271	2.74664880105632	0	0	1
VWA2	0.154271568218271	3.85711145340957	0	0	1
AL157888.1	0.154271568218271	1.74611811546295	0	0	1
DENND5B-AS1	0.154271568218271	3.50192831800728	0	0	1
AC023794.1	0.154271568218271	3.78351316247867	0	0	1
MUCL1	0.154271568218271	2.23793004390764	0	0	1
AC078923.1	0.154271568218271	3.07063173484913	0	0	1
AC126178.1	0.154271568218271	1.64455139276702	0	0	1
LINC01498	0.154271568218271	2.32832142836666	0	0	1
AC026333.3	0.154271568218271	2.57277420519502	0	0	1
TMEM132B	0.154271568218271	2.89479361577684	0	0	1
LINC00939	0.154271568218271	3.18126876418527	0	0	1
LINC02405	0.154271568218271	4.67690100918769	0	0	1
LINC02340	0.154271568218271	3.62398691200725	0	0	1
PDX1	0.154271568218271	2.36714848406072	0	0	1
KL	0.154271568218271	2.28304837418358	0	0	1
DCLK1	0.154271568218271	3.28995254319338	0	0	1
CCNA1	0.154271568218271	1.74611811546295	0	0	1
FAM216B	0.154271568218271	2.9206196067473	0	0	1
ACOD1	0.154271568218271	3.65627950296647	0	0	1
DHRS2	0.154271568218271	2.86085788360315	0	0	1
LINC02327	0.154271568218271	1.44630299925504	0	0	1
LINC00639	0.154271568218271	2.25437309378743	0	0	1
AL139021.1	0.154271568218271	2.00968611091374	0	0	1
SIX1	0.154271568218271	2.36660914427358	0	0	1
AL160191.1	0.154271568218271	1.64721423850418	0	0	1
AC005225.2	0.154271568218271	1.64721423850418	0	0	1
AC008050.1	0.154271568218271	2.28269586824846	0	0	1
LINC02285	0.154271568218271	1.65137786364599	0	0	1
AL132801.1	0.154271568218271	2.48867727700849	0	0	1
AL117209.1	0.154271568218271	3.11607792174483	0	0	1
ASPG	0.154271568218271	3.34939141897913	0	0	1
AL583722.1	0.154271568218271	2.29768379966148	0	0	1
IGHV3-20	0.154271568218271	3.52886605556108	0	0	1
GOLGA8H	0.154271568218271	1.57942680493532	0	0	1
ACTC1	0.154271568218271	2.28046818321519	0	0	1
GPR176	0.154271568218271	2.31578065227008	0	0	1
PPP1R14D	0.154271568218271	3.09465065797467	0	0	1
AC084757.4	0.154271568218271	1.65137786364599	0	0	1
SLC51B	0.154271568218271	2.77212851803176	0	0	1
RASL12	0.154271568218271	2.25774094371426	0	0	1
LINC02204	0.154271568218271	2.99596255251752	0	0	1
AC090826.1	0.154271568218271	2.36365103431336	0	0	1
CRABP1	0.154271568218271	1.7915679769624	0	0	1
ADAMTS7	0.154271568218271	4.34584060508367	0	0	1
AC091167.6	0.154271568218271	2.49603101288908	0	0	1
AC103996.2	0.154271568218271	2.66548307651112	0	0	1
AC019254.1	0.154271568218271	4.14216467931757	0	0	1
AC126755.3	0.154271568218271	2.38023320249473	0	0	1
CRYM	0.154271568218271	4.44597517901744	0	0	1
VWA3A	0.154271568218271	2.13478812348652	0	0	1
SLC5A11	0.154271568218271	2.36217719849683	0	0	1
GSG1L	0.154271568218271	2.0505772535138	0	0	1
AC026462.3	0.154271568218271	2.77814725101488	0	0	1
DRC7	0.154271568218271	4.55247024118984	0	0	1
AC126773.2	0.154271568218271	2.75551888983624	0	0	1
CALB2	0.154271568218271	3.76377680266758	0	0	1
AC009097.1	0.154271568218271	3.68960435271879	0	0	1
AC004943.1	0.154271568218271	2.55806317789482	0	0	1
CHST5	0.154271568218271	2.55842274114581	0	0	1
LINC02139	0.154271568218271	2.3907872686569	0	0	1
LINC00311	0.154271568218271	3.69941744805364	0	0	1
FENDRR	0.154271568218271	4.41454377787278	0	0	1
OR3A2	0.154271568218271	2.420888380748	0	0	1
AC015922.4	0.154271568218271	4.35524618958499	0	0	1
KRT222	0.154271568218271	2.21208595055823	0	0	1
AC005180.2	0.154271568218271	2.2925264458108	0	0	1
AC036222.1	0.154271568218271	2.32832142836666	0	0	1
PRAC2	0.154271568218271	5.21765827892954	0	0	1
TTLL6	0.154271568218271	4.72561708276663	0	0	1
AC027801.1	0.154271568218271	2.22512721917371	0	0	1
AC005920.3	0.154271568218271	2.5801532749801	0	0	1
LINC02003	0.154271568218271	2.59571308490403	0	0	1
AC068594.2	0.154271568218271	2.17634547785912	0	0	1
C1QTNF1-AS1	0.154271568218271	3.41422761278431	0	0	1
LINC01979	0.154271568218271	2.36998763897625	0	0	1
TMEM105	0.154271568218271	2.51603840185328	0	0	1
AC110285.2	0.154271568218271	3.3009291081142	0	0	1
ADCYAP1	0.154271568218271	3.16930607003543	0	0	1
AC091588.3	0.154271568218271	2.77501173474406	0	0	1
AC090912.2	0.154271568218271	2.88977942524741	0	0	1
LINC01915	0.154271568218271	1.98313872565244	0	0	1
AC116447.1	0.154271568218271	1.58162062586601	0	0	1
SERPINB4	0.154271568218271	3.43530892542099	0	0	1
AC023090.1	0.154271568218271	2.82161666759862	0	0	1
RAD21L1	0.154271568218271	2.27256345425651	0	0	1
AVP	0.154271568218271	1.59825082995672	0	0	1
LINC00652	0.154271568218271	3.18555149725299	0	0	1
BPIFA2	0.154271568218271	2.29324341282699	0	0	1
AL035420.2	0.154271568218271	2.36741832777128	0	0	1
AL121895.1	0.154271568218271	2.96836505551276	0	0	1
KIAA1755	0.154271568218271	1.69888784404256	0	0	1
BPI	0.154271568218271	3.66070415095394	0	0	1
ARHGAP40	0.154271568218271	2.44191294158042	0	0	1
LINC01620	0.154271568218271	2.33328294811104	0	0	1
WFDC5	0.154271568218271	2.32832142836666	0	0	1
WFDC12	0.154271568218271	2.37392955587002	0	0	1
MATN4	0.154271568218271	3.38873955025403	0	0	1
AL353653.1	0.154271568218271	2.09658487767213	0	0	1
PRTN3	0.154271568218271	2.45091432749495	0	0	1
ELANE	0.154271568218271	1.87382315822644	0	0	1
AC005256.1	0.154271568218271	3.55711382680202	0	0	1
AC008543.1	0.154271568218271	1.65137786364599	0	0	1
MEF2B	0.154271568218271	3.06891634500708	0	0	1
AC008738.3	0.154271568218271	2.63926243535464	0	0	1
SCGB1B2P	0.154271568218271	1.84230377473146	0	0	1
AC020907.1	0.154271568218271	4.07906774825059	0	0	1
FFAR3	0.154271568218271	2.52301038335759	0	0	1
AC002511.2	0.154271568218271	3.94097144311752	0	0	1
SBSN	0.154271568218271	3.88722481607471	0	0	1
AC016590.1	0.154271568218271	2.4561577909231	0	0	1
LGALS7	0.154271568218271	4.67690100918769	0	0	1
CEACAM20	0.154271568218271	2.55394137256501	0	0	1
CEACAM16	0.154271568218271	2.54647656381754	0	0	1
AC092306.1	0.154271568218271	2.2756894446086	0	0	1
CKM	0.154271568218271	1.76815649107036	0	0	1
LRRC4B	0.154271568218271	2.84178348400468	0	0	1
KLK5	0.154271568218271	4.39974592600189	0	0	1
AC008750.7	0.154271568218271	1.670565459625	0	0	1
TMEM190	0.154271568218271	4.03171486620406	0	0	1
AC008735.4	0.154271568218271	3.47940014433843	0	0	1
ZIM3	0.154271568218271	2.48916504993409	0	0	1
LINC01664	0.154271568218271	2.39331276121247	0	0	1
AC007308.1	0.154271568218271	2.87110864726816	0	0	1
CRYBB1	0.154271568218271	1.52711035246367	0	0	1
Z82244.1	0.154271568218271	3.36673500830546	0	0	1
SULT4A1	0.154271568218271	4.13042981261235	0	0	1
FP325330.3	0.154271568218271	2.32667647830994	0	0	1
AF127577.2	0.154271568218271	1.65137786364599	0	0	1
TMPRSS15	0.154271568218271	2.10829509702624	0	0	1
OLIG2	0.154271568218271	3.42471181266645	0	0	1
AP000302.1	0.154271568218271	2.76615577285883	0	0	1
AP000320.1	0.154271568218271	1.47642797358074	0	0	1
CLDN14	0.154271568218271	2.33854248322312	0	0	1
AF064858.1	0.154271568218271	4.51142436944445	0	0	1
LINC02575	0.154271568218271	1.58476603622593	0	0	1
TSPEAR-AS1	0.154271568218271	2.62689027899843	0	0	1
LINC00165	0.154271568218271	2.27650259707299	0	0	1
AC136616.1	0.154271568218271	2.383824103496	0	0	1
AC233755.1	0.154271568218271	2.47867474942892	0	0	1
AL136528.1	0.154271568218271	2.83111981851328	0	0	1
BX323043.1	0.154271568218271	2.29420070859879	0	0	1
PADI6	0.154271568218271	3.30446858811439	0	0	1
AL354864.1	0.154271568218271	3.07510743428265	0	0	1
AL355483.2	0.154271568218271	1.42602826968807	0	0	1
DEPDC1-AS1	0.154271568218271	1.52711035246367	0	0	1
RGS4	0.154271568218271	2.25426116710011	0	0	1
C2orf91	0.154271568218271	2.43663071758664	0	0	1
GKN2	0.154271568218271	2.7244588579907	0	0	1
AC062037.2	0.154271568218271	3.64811180385203	0	0	1
LIMS3	0.154271568218271	3.97181336620002	0	0	1
LYPD1	0.154271568218271	1.74541253541407	0	0	1
AC106900.2	0.154271568218271	2.8967518520396	0	0	1
PDE1A	0.154271568218271	2.41781427552474	0	0	1
DIRC1	0.154271568218271	4.79992973660455	0	0	1
AC104823.1	0.154271568218271	3.64249455746194	0	0	1
AC012462.1	0.154271568218271	2.94370874184803	0	0	1
MARCH4	0.154271568218271	3.90697362405616	0	0	1
LINC00608	0.154271568218271	2.49111966525073	0	0	1
AC016717.2	0.154271568218271	1.74611811546295	0	0	1
MYL3	0.154271568218271	4.83969631329264	0	0	1
NICN1	0.154271568218271	2.86596713452937	0	0	1
ST3GAL6-AS1	0.154271568218271	4.45492608695225	0	0	1
LINC00882	0.154271568218271	4.2809156879324	0	0	1
PLS1-AS1	0.154271568218271	3.78138106138282	0	0	1
LINC00578	0.154271568218271	2.94370874184803	0	0	1
AC026355.1	0.154271568218271	3.58205004516059	0	0	1
AC112719.2	0.154271568218271	3.93932852321904	0	0	1
C4orf36	0.154271568218271	2.36741832777128	0	0	1
AC004704.1	0.154271568218271	1.74611811546295	0	0	1
TRAM1L1	0.154271568218271	2.73787938602582	0	0	1
PRSS48	0.154271568218271	2.46866105435768	0	0	1
LINC02427	0.154271568218271	2.31640159339777	0	0	1
AC106772.1	0.154271568218271	4.45749582184199	0	0	1
IRX2	0.154271568218271	2.28516781638717	0	0	1
FST	0.154271568218271	3.5462868613207	0	0	1
AC113383.1	0.154271568218271	1.74611811546295	0	0	1
AC004775.1	0.154271568218271	3.2476973730789	0	0	1
PCDHGA2	0.154271568218271	5.34941545198103	0	0	1
FGF1	0.154271568218271	2.27279444154628	0	0	1
IL17B	0.154271568218271	3.02676111761082	0	0	1
UNC5A	0.154271568218271	3.22665150681604	0	0	1
AC106795.3	0.154271568218271	3.11897411610742	0	0	1
AL357054.3	0.154271568218271	3.25104219400368	0	0	1
FOXF2	0.154271568218271	3.18828733332949	0	0	1
PRL	0.154271568218271	2.79524938936713	0	0	1
AL031118.1	0.154271568218271	4.56506015459751	0	0	1
LINC01016	0.154271568218271	3.37385575048716	0	0	1
GRM4	0.154271568218271	3.56979582284451	0	0	1
AL353588.1	0.154271568218271	2.4264882807251	0	0	1
AL033397.2	0.154271568218271	4.26550434383394	0	0	1
FHL5	0.154271568218271	3.54119829097987	0	0	1
TCF21	0.154271568218271	1.51279509558163	0	0	1
AC091729.1	0.154271568218271	3.76517452370105	0	0	1
AC004080.2	0.154271568218271	3.50627738658621	0	0	1
HEPACAM2	0.154271568218271	2.61784467028316	0	0	1
AC007938.1	0.154271568218271	3.89193218735619	0	0	1
AC006004.1	0.154271568218271	2.2916910704251	0	0	1
AC092666.1	0.154271568218271	2.8239178808798	0	0	1
DPP6	0.154271568218271	2.43303304638289	0	0	1
FAM239C	0.154271568218271	3.4053294564307	0	0	1
GRPR	0.154271568218271	3.19457147664094	0	0	1
PCDH19	0.154271568218271	2.63705205635579	0	0	1
COL4A6	0.154271568218271	4.36830224573738	0	0	1
RTL9	0.154271568218271	1.74611811546295	0	0	1
CHRDL1	0.154271568218271	3.2688011211962	0	0	1
GRIA3	0.154271568218271	3.617890463409	0	0	1
DEFA4	0.154271568218271	3.56747824851404	0	0	1
FAM86B2	0.154271568218271	3.28907988551412	0	0	1
AC113133.1	0.154271568218271	3.95171029915974	0	0	1
C8orf89	0.154271568218271	2.27499334703897	0	0	1
AC233992.2	0.154271568218271	2.51114936450518	0	0	1
IFNE	0.154271568218271	3.72133344718461	0	0	1
TRBV29OR9-2	0.154271568218271	3.76517452370105	0	0	1
AL513165.1	0.154271568218271	4.15899759533871	0	0	1
AL590399.3	0.154271568218271	2.8127300419124	0	0	1
BANCR	0.154271568218271	4.00527564346373	0	0	1
NXNL2	0.154271568218271	3.0614081008444	0	0	1
AL161729.3	0.154271568218271	1.5936838029734	0	0	1
GABBR2	0.154271568218271	3.09077764655895	0	0	1
AL358937.1	0.154271568218271	3.10209177068233	0	0	1
AL356481.3	0.154271568218271	2.86219931430524	0	0	1
MUC2	0.154271568218271	5.19888375477678	0	0	1
AC061979.1	0.154271568218271	2.88203986368717	0	0	1
OR56A4	0.154271568218271	3.44807470765669	0	0	1
C11orf91	0.154271568218271	3.45116316325154	0	0	1
AP003071.5	0.154271568218271	3.19457147664094	0	0	1
AP002336.3	0.154271568218271	3.11607792174483	0	0	1
KRTAP5-8	0.154271568218271	2.57057537085611	0	0	1
SLN	0.154271568218271	3.53221452302249	0	0	1
OPCML	0.154271568218271	3.01637231001624	0	0	1
MALRD1	0.154271568218271	2.44693247213288	0	0	1
FAM25A	0.154271568218271	2.45045365639301	0	0	1
LMO3	0.154271568218271	4.08279377545417	0	0	1
AQP2	0.154271568218271	4.17002250671056	0	0	1
AC024884.2	0.154271568218271	4.42451209637078	0	0	1
PPFIA2	0.154271568218271	5.12420431857195	0	0	1
AC138123.1	0.154271568218271	4.06980594191399	0	0	1
ANO4	0.154271568218271	4.56506015459751	0	0	1
LINC00485	0.154271568218271	2.25426116710011	0	0	1
AC011595.1	0.154271568218271	5.58834789582499	0	0	1
CUX2	0.154271568218271	2.06597641033772	0	0	1
AC078880.4	0.154271568218271	2.41519087873779	0	0	1
AC068790.8	0.154271568218271	3.44602107556401	0	0	1
FZD10	0.154271568218271	3.24728011061955	0	0	1
AC073912.2	0.154271568218271	2.78421255798049	0	0	1
AC148477.3	0.154271568218271	3.65124565098154	0	0	1
ATP12A	0.154271568218271	2.68150160661497	0	0	1
LINC01055	0.154271568218271	2.31702317012052	0	0	1
NALCN	0.154271568218271	2.94370874184803	0	0	1
COL4A2-AS2	0.154271568218271	2.55806317789482	0	0	1
OR4K17	0.154271568218271	3.69876038602415	0	0	1
AL358334.2	0.154271568218271	3.63814648058104	0	0	1
AL139022.2	0.154271568218271	2.56220929024119	0	0	1
LINC02324	0.154271568218271	4.32379827249604	0	0	1
AF107885.2	0.154271568218271	3.03529464423949	0	0	1
DIO3OS	0.154271568218271	3.01154519743242	0	0	1
LINC02320	0.154271568218271	4.00179708822256	0	0	1
IGHV3-73	0.154271568218271	2.19741189812889	0	0	1
AC013452.2	0.154271568218271	3.87631907409567	0	0	1
UNC13C	0.154271568218271	3.96255425068687	0	0	1
AC084782.2	0.154271568218271	1.75629875005749	0	0	1
AC025918.1	0.154271568218271	3.61546191685877	0	0	1
NOX5	0.154271568218271	4.1811541089329	0	0	1
EWSAT1	0.154271568218271	3.09112904125213	0	0	1
AC009269.2	0.154271568218271	3.77219069215514	0	0	1
LINC02259	0.154271568218271	2.49144598379258	0	0	1
REC114	0.154271568218271	3.76867684997262	0	0	1
CHRNB4	0.154271568218271	3.1631926257406	0	0	1
AC067863.1	0.154271568218271	4.38271128076341	0	0	1
LINC00927	0.154271568218271	3.88253760219164	0	0	1
AC015722.2	0.154271568218271	3.69810373389467	0	0	1
AL031716.1	0.154271568218271	3.8639872708725	0	0	1
SEC14L5	0.154271568218271	3.50247092311266	0	0	1
AC099518.6	0.154271568218271	3.90538057313873	0	0	1
HS3ST2	0.154271568218271	2.55806317789482	0	0	1
AC010542.1	0.154271568218271	2.10675255612323	0	0	1
AGRP	0.154271568218271	3.54232688133973	0	0	1
AC009163.4	0.154271568218271	3.8108926928328	0	0	1
AC018695.4	0.154271568218271	3.20967065536929	0	0	1
LINC01082	0.154271568218271	4.13237728240175	0	0	1
AC040170.1	0.154271568218271	4.01489779116064	0	0	1
AC087392.2	0.154271568218271	4.83618768182717	0	0	1
OR1D2	0.154271568218271	2.92611471616394	0	0	1
AC005304.2	0.154271568218271	4.01753641962377	0	0	1
CDRT15	0.154271568218271	2.02739458112286	0	0	1
AC010761.5	0.154271568218271	2.46253638728928	0	0	1
KRT13	0.154271568218271	2.29420070859879	0	0	1
NME1-NME2	0.154271568218271	2.86193085099343	0	0	1
ANKFN1	0.154271568218271	2.90945261026032	0	0	1
AC015802.1	0.154271568218271	4.15402104121493	0	0	1
MGAT5B	0.154271568218271	1.72966891344272	0	0	1
LAMA1	0.154271568218271	2.21364763287702	0	0	1
DCC	0.154271568218271	1.52711035246367	0	0	1
LINC01917	0.154271568218271	3.52275585748891	0	0	1
AC114341.1	0.154271568218271	2.11983667392234	0	0	1
AL034548.1	0.154271568218271	4.0388717483947	0	0	1
SYNDIG1	0.154271568218271	3.86245555545973	0	0	1
FOXS1	0.154271568218271	4.05879093465891	0	0	1
AL359555.1	0.154271568218271	3.9483949272834	0	0	1
AL035665.1	0.154271568218271	3.79136733382208	0	0	1
KCNK15-AS1	0.154271568218271	2.52540730934912	0	0	1
OGFR-AS1	0.154271568218271	3.42370848565348	0	0	1
AC012615.3	0.154271568218271	3.60280498236731	0	0	1
AC092068.1	0.154271568218271	2.51451738281752	0	0	1
AC010323.1	0.154271568218271	4.23208711976016	0	0	1
AC008770.1	0.154271568218271	3.68830283473275	0	0	1
IGFL3	0.154271568218271	3.91256755686653	0	0	1
AC008635.1	0.154271568218271	4.58062713576257	0	0	1
KLK2	0.154271568218271	3.63505182162205	0	0	1
AC063977.6	0.154271568218271	3.90220138640831	0	0	1
ZIM2-AS1	0.154271568218271	3.27823907824791	0	0	1
IGLV5-45	0.154271568218271	2.98718360066952	0	0	1
AL008638.5	0.154271568218271	3.52275585748891	0	0	1
AL031186.1	0.154271568218271	2.70136192661862	0	0	1
IL17REL	0.154271568218271	2.81500573010953	0	0	1
FP236241.1	0.154271568218271	2.18281818043718	0	0	1
GRIK1-AS1	0.154271568218271	3.96171632730734	0	0	1
