"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0018394","GO:0018394","peptidyl-lysine acetylation","18/931","164/17913",0.00221541764032056,0.0218809366741627,0.0172433855960555,"BAZ1A/CRTC2/GATA3/GTF2B/LDB1/LEF1/MECP2/MORF4L1/PER1/PHF10/PHF20/SIN3A/SIRT1/SMAD4/TAF1/TAF7/USP22/ZNF451",18
"GO:0002755","GO:0002755","MyD88-dependent toll-like receptor signaling pathway","7/931","36/17913",0.00222408840865102,0.0218809366741627,0.0172433855960555,"HSPD1/IRF1/RPS27A/TRAF6/UBA52/UBB/UBC",7
"GO:0002183","GO:0002183","cytoplasmic translational initiation","6/931","27/17913",0.00224095039206338,0.0218809366741627,0.0172433855960555,"EIF3D/EIF3F/EIF3H/EIF3K/EIF5/RBM4",6
"GO:0032673","GO:0032673","regulation of interleukin-4 production","6/931","27/17913",0.00224095039206338,0.0218809366741627,0.0172433855960555,"CD83/CEBPB/GATA3/HLA-E/LEF1/RARA",6
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","6/931","27/17913",0.00224095039206338,0.0218809366741627,0.0172433855960555,"RPF2/RPL11/RPL14/RPL26/RPL38/RPL7",6
"GO:0043921","GO:0043921","modulation by host of viral transcription","6/931","27/17913",0.00224095039206338,0.0218809366741627,0.0172433855960555,"CHD1/GTF2B/JUN/LEF1/TAF11/TARDBP",6
"GO:0044788","GO:0044788","modulation by host of viral process","6/931","27/17913",0.00224095039206338,0.0218809366741627,0.0172433855960555,"CCNK/HSPA8/SMC3/TBC1D20/YTHDC2/ZC3H12A",6
"GO:0052472","GO:0052472","modulation by host of symbiont transcription","6/931","27/17913",0.00224095039206338,0.0218809366741627,0.0172433855960555,"CHD1/GTF2B/JUN/LEF1/TAF11/TARDBP",6
"GO:1903008","GO:1903008","organelle disassembly","11/931","78/17913",0.00225253798771755,0.0219512894561813,0.0172988274706959,"BNIP3L/CDC37/GOLGA2/GSK3A/HAX1/KIF5B/MTIF3/PLK3/SQSTM1/STX5/TOMM7",11
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","27/931","288/17913",0.00227177650213818,0.0220957834936119,0.017412696746077,"AKT1/CCNH/CDC34/CDK2AP2/CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/CRLF3/CTDSP2/CUL4A/DBF4/DDX3X/GADD45A/MAX/MEPCE/MYC/NASP/PAF1/PCNA/PLK2/PLK3/PPAT/RPL26/TAF1",27
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","15/931","126/17913",0.00228023151541082,0.0221350381021179,0.0174436315438404,"BCL6/CD274/CD55/CDKN1A/FLT3LG/HLA-E/IL6ST/IRS2/NCK2/PELI1/PNP/RPS3/TFRC/TRAF6/ZNF335",15
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint","12/931","90/17913",0.00235781404105024,0.0226990683207493,0.0178881184820607,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/GADD45A/PCNA/PLK2/PLK3/PPP1R10/RPL26",12
"GO:0031061","GO:0031061","negative regulation of histone methylation","5/931","19/17913",0.00236844599578073,0.0226990683207493,0.0178881184820607,"KDM3A/KDM4C/MTF2/SIRT1/SUPT6H",5
"GO:0032069","GO:0032069","regulation of nuclease activity","5/931","19/17913",0.00236844599578073,0.0226990683207493,0.0178881184820607,"AKT1/HSPA1A/PCNA/RPS3/SIRT1",5
"GO:0070987","GO:0070987","error-free translesion synthesis","5/931","19/17913",0.00236844599578073,0.0226990683207493,0.0178881184820607,"PCNA/RPS27A/UBA52/UBB/UBC",5
"GO:1900409","GO:1900409","positive regulation of cellular response to oxidative stress","5/931","19/17913",0.00236844599578073,0.0226990683207493,0.0178881184820607,"ENDOG/MCL1/SFPQ/SOD1/TNF",5
"GO:2000010","GO:2000010","positive regulation of protein localization to cell surface","5/931","19/17913",0.00236844599578073,0.0226990683207493,0.0178881184820607,"AKT1/HSP90AB1/LRIG2/TM9SF4/TNF",5
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","17/931","152/17913",0.00237458810143195,0.0226990683207493,0.0178881184820607,"BCL6/CUL4A/HSPA9/IRF1/LDB1/MYC/NFKBID/NRARP/PAF1/PTPN2/RARA/RUNX1/TOB2/WDR61/ZC3H12A/ZFP36/ZFP36L1",17
"GO:1990845","GO:1990845","adaptive thermogenesis","17/931","152/17913",0.00237458810143195,0.0226990683207493,0.0178881184820607,"ARRDC3/ATF4/CEBPB/CNOT3/CXCR4/DDIT3/DYNC1H1/GADD45G/GNAS/HNRNPU/ID1/IP6K1/KDM3A/KDM6B/RHEB/THRA/TLE3",17
"GO:0035690","GO:0035690","cellular response to drug","32/931","362/17913",0.00242917034357809,0.0231358472361186,0.0182323243709627,"ATF4/BAIAP2/CRKL/CXCR4/DDIT4/EGR1/ENDOG/ERRFI1/FBXO32/HNRNPA1/HSP90AB1/HSPA5/ICAM1/ID1/KDM6B/KLF2/MYC/NR4A3/PCNA/PPAT/RBM22/RGS10/RHOB/RPS3/SIN3A/SIRT1/SOD1/TAF1/TFRC/TNF/TP53INP1/ZC3H12A",32
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","23/931","233/17913",0.00242951799684535,0.0231358472361186,0.0182323243709627,"CDKN1C/CITED2/CRKL/FOS/HSP90AB1/HSPA1A/HSPA5/ID1/JUN/RPS27A/SDCBP/SIRT1/SKIL/SMAD4/UBA52/UBB/UBC/USP15/ZBTB7A/ZFP36L1/ZFP36L2/ZNF451/ZNF703",23
"GO:0031333","GO:0031333","negative regulation of protein complex assembly","15/931","127/17913",0.00246464127542755,0.0234257839632194,0.018460810512041,"ARFGEF1/DDX3X/EPS8/FKBP4/HIP1R/INSIG1/LCMT1/LMO4/MYADM/PTGER4/SPTAN1/STMN1/THRA/VDAC2/ZNF451",15
"GO:0016055","GO:0016055","Wnt signaling pathway","41/931","498/17913",0.00249083592308088,0.0236163015140549,0.0186109488557872,"CALM1/CAPRIN2/CHD8/CSNK1D/CYLD/DDIT3/DDX3X/EGR1/FBXW4/FRAT2/FZD7/GATA3/GSK3A/LDB1/LEF1/LRRFIP2/NFATC1/NR4A2/NRARP/PAF1/PPP2CA/PSMC6/RAB5A/RNF138/RPS27A/RUNX1/SDHAF2/SKP1/TCF7/TLE3/TLE4/TNRC6B/TNRC6C/UBA52/UBB/UBC/UBE2B/USP47/WDR61/XIAP/ZNF703",41
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","11/931","79/17913",0.00249682393833573,0.0236163015140549,0.0186109488557872,"AKT1/ARL6IP1/DDX3X/DNAJB6/FNIP1/HERPUD1/IGBP1/LEF1/RPS6KA3/USP47/XIAP",11
"GO:0035303","GO:0035303","regulation of dephosphorylation","21/931","206/17913",0.00249883006637036,0.0236163015140549,0.0186109488557872,"CALM1/CALM2/CSRNP2/ENSA/HSP90AB1/IFNG/IGBP1/IGFBP3/MASTL/PPP1R10/PPP1R15A/PPP1R2/PPP2R2A/PPP2R5C/PTBP1/SEMA4D/SFI1/SMG5/SYMPK/SYTL2/TNF",21
"GO:0006879","GO:0006879","cellular iron ion homeostasis","9/931","57/17913",0.00252821133972399,0.0238041552644314,0.01875898797777,"ATP6V1G1/EGLN1/FTH1/FTL/MYC/SKP1/SMAD4/SOD1/TFRC",9
"GO:0046686","GO:0046686","response to cadmium ion","9/931","57/17913",0.00252821133972399,0.0238041552644314,0.01875898797777,"AKT1/CDKN1B/FOS/JUN/MTF1/PCNA/SOD1/SUMO1/UBE2D3",9
"GO:0072520","GO:0072520","seminiferous tubule development","4/931","12/17913",0.00256494545960307,0.0240595726725689,0.0189602709905608,"SMAD4/TBC1D20/UBB/WDR48",4
"GO:0099640","GO:0099640","axo-dendritic protein transport","4/931","12/17913",0.00256494545960307,0.0240595726725689,0.0189602709905608,"HNRNPU/KIF5B/PURA/SFPQ",4
"GO:0060333","GO:0060333","interferon-gamma-mediated signaling pathway","12/931","91/17913",0.00259060090154053,0.0242548035809655,0.0191141237201712,"CAMK2D/CDC37/HLA-E/HSP90AB1/ICAM1/IFNG/IRF1/PTPN2/SOCS3/SUMO1/TRIM38/TRIM8",12
"GO:0006296","GO:0006296","nucleotide-excision repair, DNA incision, 5'-to lesion","7/931","37/17913",0.00262204458657425,0.0244123073125473,0.0192382453524818,"CUL4A/ERCC5/PCNA/RPS27A/UBA52/UBB/UBC",7
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus","7/931","37/17913",0.00262204458657425,0.0244123073125473,0.0192382453524818,"BAG3/IFNG/RBM22/TARDBP/TPR/TRIM28/ZC3H12A",7
"GO:1901021","GO:1901021","positive regulation of calcium ion transmembrane transporter activity","7/931","37/17913",0.00262204458657425,0.0244123073125473,0.0192382453524818,"CALM1/CALM2/HSPA2/SLC9A1/STIM1/STIM2/SUMO1",7
"GO:1901653","GO:1901653","cellular response to peptide","32/931","364/17913",0.00264608389595036,0.0245904160200656,0.0193786048429135,"AHCYL1/AKT1/AP3S1/ATP6V1G1/BAIAP2/CCND3/ERRFI1/GKAP1/GRB2/GSK3A/ICAM1/ID1/IRS2/KLF10/KLF2/KLF3/MAX/NR4A1/NR4A2/NR4A3/PPAT/PRKAR2A/PTPN2/RPL23/SIRT1/SLC9A1/SRSF5/STAT3/SYAP1/VAMP2/XBP1/ZFP36L1",32
"GO:0032271","GO:0032271","regulation of protein polymerization","19/931","180/17913",0.00265418585865318,0.024620031418507,0.0194019434112075,"ARFGEF1/CDKN1B/EPS8/FKBP4/GRB2/HAX1/HIP1R/HSP90AA1/HSPA1A/ICAM1/JMY/MECP2/MYADM/NCK2/NUMA1/RPS3/SPTAN1/STMN1/VDAC2",19
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","8/931","47/17913",0.00266939454216909,0.024715336897828,0.0194770493883337,"ARRDC3/GOLGA2/MASTL/RPL11/RPL23/TOPORS/UBE2N/UBE2S",8
"GO:0198738","GO:0198738","cell-cell signaling by wnt","41/931","500/17913",0.00267664903200893,0.0247367804452634,0.0194939480870722,"CALM1/CAPRIN2/CHD8/CSNK1D/CYLD/DDIT3/DDX3X/EGR1/FBXW4/FRAT2/FZD7/GATA3/GSK3A/LDB1/LEF1/LRRFIP2/NFATC1/NR4A2/NRARP/PAF1/PPP2CA/PSMC6/RAB5A/RNF138/RPS27A/RUNX1/SDHAF2/SKP1/TCF7/TLE3/TLE4/TNRC6B/TNRC6C/UBA52/UBB/UBC/UBE2B/USP47/WDR61/XIAP/ZNF703",41
"GO:0010038","GO:0010038","response to metal ion","30/931","335/17913",0.00269307119275754,0.0248427138204835,0.0195774294326661,"ACTG1/AHCYL1/AKT1/ATF1/ATF4/CACYBP/CALM1/CALM2/CALR/CAMK2D/CDKN1B/DUSP1/ENDOG/FOS/FOSB/FUS/HOMER1/HSPA5/ICAM1/JUN/JUNB/JUND/MTF1/PCNA/PPP2CA/RASGRP2/SOD1/STIM1/SUMO1/UBE2D3",30
"GO:0032200","GO:0032200","telomere organization","18/931","167/17913",0.00270387821679246,0.0248492303144386,0.0195825647895146,"CCT2/CCT3/CCT4/DHX36/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPU/HSP90AA1/HSP90AB1/MYC/NAF1/PCNA/POT1/PPP1R10/PTGES3/SMG5/XRCC6",18
"GO:0071248","GO:0071248","cellular response to metal ion","18/931","167/17913",0.00270387821679246,0.0248492303144386,0.0195825647895146,"AKT1/ATF4/CACYBP/CALR/CAMK2D/CDKN1B/ENDOG/FOS/FOSB/FUS/HSPA5/JUN/JUNB/JUND/RASGRP2/SOD1/SUMO1/UBE2D3",18
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","17/931","154/17913",0.00272681945806255,0.0248492303144386,0.0195825647895146,"AP3S1/BAG3/BICD1/CLUAP1/DYNLL1/DYNLL2/HNRNPU/KIF5B/LRPPRC/PURA/RAB21/RAB6A/SFPQ/SOD1/TUBA1A/TUBA1C/UBB",17
"GO:0051443","GO:0051443","positive regulation of ubiquitin-protein transferase activity","6/931","28/17913",0.00272850402733903,0.0248492303144386,0.0195825647895146,"ARRDC3/GOLGA2/MASTL/TOPORS/UBE2N/UBE2S",6
"GO:0052312","GO:0052312","modulation of transcription in other organism involved in symbiotic interaction","6/931","28/17913",0.00272850402733903,0.0248492303144386,0.0195825647895146,"CHD1/GTF2B/JUN/LEF1/TAF11/TARDBP",6
"GO:0060765","GO:0060765","regulation of androgen receptor signaling pathway","6/931","28/17913",0.00272850402733903,0.0248492303144386,0.0195825647895146,"BUD31/DDX5/FOXP1/SIRT1/TAF1/ZBTB7A",6
"GO:0061157","GO:0061157","mRNA destabilization","6/931","28/17913",0.00272850402733903,0.0248492303144386,0.0195825647895146,"DHX36/KHSRP/ZC3H12A/ZFP36/ZFP36L1/ZFP36L2",6
"GO:0030433","GO:0030433","ubiquitin-dependent ERAD pathway","9/931","58/17913",0.00285746197665589,0.0258825082116986,0.02039684479387,"DERL2/DNAJB9/EDEM3/FAF2/HERPUD1/HSPA5/RNF103/UBQLN1/USP19",9
"GO:0043966","GO:0043966","histone H3 acetylation","9/931","58/17913",0.00285746197665589,0.0258825082116986,0.02039684479387,"CRTC2/GATA3/LDB1/LEF1/PER1/SIN3A/SIRT1/SMAD4/ZNF451",9
"GO:1904589","GO:1904589","regulation of protein import","9/931","58/17913",0.00285746197665589,0.0258825082116986,0.02039684479387,"BAG3/HSPA8/IFNG/NUP62/RBM22/TARDBP/TPR/TRIM28/ZC3H12A",9
"GO:0034470","GO:0034470","ncRNA processing","27/931","293/17913",0.00289147064275782,0.0261432787898446,0.0206023464000414,"DDX17/DDX27/EXOSC6/EXOSC9/HNRNPA2B1/IMP3/INTS6/ISG20L2/NAF1/NSUN6/RBFA/RPL11/RPL14/RPL26/RPL27/RPL7/RPP21/RPS14/RPS16/RPS19/RPS27/RPS9/SBDS/SIRT1/TRMT1/TRNT1/TSEN34",27
"GO:0048608","GO:0048608","reproductive structure development","36/931","426/17913",0.00289703795567046,0.0261464200359519,0.0206048218753233,"AKT1/ARID4A/CDKN1B/CDKN1C/CEBPB/CITED2/CRKL/DNAJB6/EGLN1/FKBP4/GATA3/GGNBP2/GRB2/HMGCS1/HSP90AB1/HSPA5/ICAM1/JUNB/MEA1/NASP/RARA/SAFB2/SF1/SIRT1/SMAD4/SNAI1/SOCS3/SOD1/SPINT2/TBC1D20/TCF7/TMED2/TRIM28/UBB/WDR48/ZFP36L1",36
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","39/931","472/17913",0.00294375999298453,0.0265203125986681,0.0208994698479591,"ARFGEF1/BAIAP2/BICD1/C9orf72/CDK2AP2/CDKN1B/CEP120/CHMP1B/CYLD/DYNC1H1/EPS8/FBXW5/FKBP4/GRB2/HAX1/HIP1R/HNRNPU/HSPA1A/ICAM1/ID1/JMY/MECP2/MLST8/MYADM/NCK2/NUMA1/NUP62/PDCD6IP/PLK2/PTGER4/RNF4/RPS3/SLC9A1/SMAD4/SMC3/SORBS3/SPTAN1/STMN1/TPR",39
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","14/931","117/17913",0.00299948725524245,0.0269738449937332,0.0212568784034001,"AKT1/BAG3/CCT2/CCT3/CCT4/IFNG/NUP62/RBM22/SIN3A/TARDBP/TPR/TRIM28/TRIM8/ZC3H12A",14
"GO:0007020","GO:0007020","microtubule nucleation","5/931","20/17913",0.00302436164725659,0.0270518348055504,0.0213183386789703,"CSNK1D/GOLGA2/HSPA1A/MECP2/TUBGCP6",5
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","5/931","20/17913",0.00302436164725659,0.0270518348055504,0.0213183386789703,"DNAJB6/GRB2/SOCS3/SPINT2/ZFP36L1",5
"GO:1901673","GO:1901673","regulation of mitotic spindle assembly","5/931","20/17913",0.00302436164725659,0.0270518348055504,0.0213183386789703,"CHMP1B/HNRNPU/HSPA1A/SMC3/TPR",5
"GO:0032648","GO:0032648","regulation of interferon-beta production","8/931","48/17913",0.00306021350328967,0.0273237244883743,0.0215326027532344,"DDX3X/DHX9/FLOT1/IRF1/REL/TRIM38/YY1/ZBTB20",8
"GO:0055076","GO:0055076","transition metal ion homeostasis","13/931","105/17913",0.00308684025004464,0.027512424933227,0.0216813091171894,"ATP6V1G1/BTBD9/EGLN1/FTH1/FTL/MYC/SKP1/SLC25A28/SLC25A37/SMAD4/SOD1/TFRC/XIAP",13
"GO:0071347","GO:0071347","cellular response to interleukin-1","17/931","156/17913",0.00312146682952297,0.0277506481828878,0.0218690421842429,"CEBPB/EGR1/ICAM1/KLF2/PELI1/PSMC6/RPS27A/SKP1/SQSTM1/TOLLIP/TRAF6/UBA52/UBB/UBC/UBE2N/YY1/ZC3H12A",17
"GO:0106106","GO:0106106","cold-induced thermogenesis","16/931","143/17913",0.00313018890463797,0.0277506481828878,0.0218690421842429,"ARRDC3/ATF4/CEBPB/CNOT3/CXCR4/DDIT3/DYNC1H1/GADD45G/GNAS/ID1/IP6K1/KDM3A/KDM6B/RHEB/THRA/TLE3",16
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","16/931","143/17913",0.00313018890463797,0.0277506481828878,0.0218690421842429,"ARRDC3/ATF4/CEBPB/CNOT3/CXCR4/DDIT3/DYNC1H1/GADD45G/GNAS/ID1/IP6K1/KDM3A/KDM6B/RHEB/THRA/TLE3",16
"GO:0046434","GO:0046434","organophosphate catabolic process","22/931","224/17913",0.00317282535807285,0.0280789438490935,0.0221277572861692,"BPGM/CNP/DCTPP1/DDIT4/DERA/LDHA/MBD4/NUP50/NUP62/PDE7A/PNP/PNPLA8/POM121/POM121C/PRDX6/PRKAG2/STAT3/TDG/TPI1/TPR/ZBTB20/ZBTB7A",22
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","14/931","118/17913",0.0032448443585027,0.0286630762384717,0.0225880858442737,"BCL2L13/CYCS/DDX3X/FAM162A/HIP1R/HSPD1/MTCH1/MYC/NLRP1/PMAIP1/PRR7/RPS3/SIRT1/TNF",14
"GO:0061458","GO:0061458","reproductive system development","36/931","429/17913",0.00325027496575203,0.0286630762384717,0.0225880858442737,"AKT1/ARID4A/CDKN1B/CDKN1C/CEBPB/CITED2/CRKL/DNAJB6/EGLN1/FKBP4/GATA3/GGNBP2/GRB2/HMGCS1/HSP90AB1/HSPA5/ICAM1/JUNB/MEA1/NASP/RARA/SAFB2/SF1/SIRT1/SMAD4/SNAI1/SOCS3/SOD1/SPINT2/TBC1D20/TCF7/TMED2/TRIM28/UBB/WDR48/ZFP36L1",36
"GO:0035666","GO:0035666","TRIF-dependent toll-like receptor signaling pathway","6/931","29/17913",0.00329134991548844,0.0289234591696169,0.0227932819632164,"RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2D3",6
"GO:1904292","GO:1904292","regulation of ERAD pathway","6/931","29/17913",0.00329134991548844,0.0289234591696169,0.0227932819632164,"ATXN3/DERL2/HERPUD1/UBQLN1/UBXN1/USP19",6
"GO:0000226","GO:0000226","microtubule cytoskeleton organization","38/931","460/17913",0.00331902526278897,0.0291155823840804,0.0229446856585098,"ATXN3/BICD1/CDK2AP2/CDKN1B/CEP120/CEP63/CHD3/CHMP1B/CNP/CSNK1D/CYLD/DYNC1H1/FBXW5/FKBP4/GADD45A/GOLGA2/HNRNPU/HSPA1A/KIF2A/MECP2/MLH1/NCKAP5L/NUMA1/NUP62/PDCD6IP/PLK2/PLK3/RNF4/RPS3/SBDS/SMC3/STMN1/TPR/TTLL3/TUBGCP6/UBE2B/WDR73/ZNF207",38
"GO:0071559","GO:0071559","response to transforming growth factor beta","23/931","239/17913",0.00334860727238234,0.0292251660842297,0.0230310436615905,"CDKN1C/CITED2/CRKL/FOS/HSP90AB1/HSPA1A/HSPA5/ID1/JUN/RPS27A/SDCBP/SIRT1/SKIL/SMAD4/UBA52/UBB/UBC/USP15/ZBTB7A/ZFP36L1/ZFP36L2/ZNF451/ZNF703",23
"GO:0010212","GO:0010212","response to ionizing radiation","16/931","144/17913",0.00335635934425519,0.0292251660842297,0.0230310436615905,"CDKN1A/EEF1D/EGR1/EYA3/GADD45A/GATA3/GRB2/HSPA5/ICAM1/MYC/RAD9A/RHOB/RPL26/SIRT1/XRCC6/XRRA1",16
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","16/931","144/17913",0.00335635934425519,0.0292251660842297,0.0230310436615905,"AKT1/DDIT4/GSK3A/IRS2/ISCU/NUP50/NUP62/POM121/POM121C/PPP1CB/PPP1R3D/PRKAG2/STAT3/TPR/ZBTB20/ZBTB7A",16
"GO:1901652","GO:1901652","response to peptide","40/931","491/17913",0.00335689869285792,0.0292251660842297,0.0230310436615905,"AHCYL1/AKT1/AP3S1/ATP6V1G1/BAIAP2/CACYBP/CCND3/CDKN1B/EGR1/EGR2/ERRFI1/GKAP1/GRB2/GSK3A/ICAM1/ID1/IRS2/JUND/KLF10/KLF2/KLF3/MAX/NLRP1/NR4A1/NR4A2/NR4A3/PPAT/PRKAR2A/PTPN2/RPL23/SIRT1/SLC2A1/SLC9A1/SRSF5/SRSF6/STAT3/SYAP1/VAMP2/XBP1/ZFP36L1",40
"GO:0045445","GO:0045445","myoblast differentiation","11/931","82/17913",0.00336068989109929,0.0292251660842297,0.0230310436615905,"AKIRIN1/BTG1/DDIT3/DDX17/DDX5/FLT3LG/ID3/IFRD1/IGFBP3/TNF/ZFP36L1",11
"GO:0007030","GO:0007030","Golgi organization","12/931","94/17913",0.00340328288918491,0.0294422176026377,0.0232020922360575,"ARFGEF1/ARL1/ATL3/CSNK1D/GAK/GOLGA2/PLK3/STX16/STX17/STX5/TBC1D20/TMED2",12
"GO:0030316","GO:0030316","osteoclast differentiation","12/931","94/17913",0.00340328288918491,0.0294422176026377,0.0232020922360575,"CEBPB/FOS/FOXP1/GNAS/IFNG/JUNB/KLF10/SBNO2/TFRC/TNF/TOB2/TRAF6",12
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","12/931","94/17913",0.00340328288918491,0.0294422176026377,0.0232020922360575,"AKT1/CREB3/DDX3X/DNAJA1/HERPUD1/HSPA1A/SIRT1/SNAI1/TPT1/USP47/VDAC2/XBP1",12
"GO:0010921","GO:0010921","regulation of phosphatase activity","18/931","171/17913",0.00349211809435984,0.0301586543700835,0.0237666839452802,"CALM1/CALM2/CSRNP2/ENSA/HSP90AB1/IFNG/IGBP1/IGFBP3/MASTL/PPP1R10/PPP1R15A/PPP1R2/PPP2R2A/PPP2R5C/SEMA4D/SFI1/SYTL2/TNF",18
"GO:0042532","GO:0042532","negative regulation of tyrosine phosphorylation of STAT protein","4/931","13/17913",0.00355372849110479,0.0304284205332374,0.0239792745688582,"GGNBP2/PPP2CA/PTPN2/SOCS3",4
"GO:0043970","GO:0043970","histone H3-K9 acetylation","4/931","13/17913",0.00355372849110479,0.0304284205332374,0.0239792745688582,"CRTC2/GATA3/SMAD4/ZNF451",4
"GO:0044794","GO:0044794","positive regulation by host of viral process","4/931","13/17913",0.00355372849110479,0.0304284205332374,0.0239792745688582,"HSPA8/SMC3/TBC1D20/YTHDC2",4
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","4/931","13/17913",0.00355372849110479,0.0304284205332374,0.0239792745688582,"DNAJB1/GAK/HSPH1/PTGES3",4
"GO:0071850","GO:0071850","mitotic cell cycle arrest","4/931","13/17913",0.00355372849110479,0.0304284205332374,0.0239792745688582,"CDKN1A/CDKN1B/DUSP1/GADD45A",4
"GO:0031062","GO:0031062","positive regulation of histone methylation","7/931","39/17913",0.00357970758806012,0.0304944818173352,0.0240313345063112,"MECP2/MTF2/PAF1/RNF20/SIRT1/SMAD4/WDR61",7
"GO:0033683","GO:0033683","nucleotide-excision repair, DNA incision","7/931","39/17913",0.00357970758806012,0.0304944818173352,0.0240313345063112,"CUL4A/ERCC5/PCNA/RPS27A/UBA52/UBB/UBC",7
"GO:1904591","GO:1904591","positive regulation of protein import","7/931","39/17913",0.00357970758806012,0.0304944818173352,0.0240313345063112,"BAG3/IFNG/RBM22/TARDBP/TPR/TRIM28/ZC3H12A",7
"GO:0016052","GO:0016052","carbohydrate catabolic process","19/931","185/17913",0.00360413457099449,0.0305984916374769,0.0241132999843521,"ABHD10/BPGM/CALM1/DDIT4/GSK3A/LDHA/NEU1/NUP50/NUP62/POM121/POM121C/PPP1CB/PPP1R3D/PRKAG2/STAT3/TPI1/TPR/ZBTB20/ZBTB7A",19
"GO:0051147","GO:0051147","regulation of muscle cell differentiation","19/931","185/17913",0.00360413457099449,0.0305984916374769,0.0241132999843521,"EFNB2/EHD1/FLOT1/FLT3LG/FZD7/GSK3A/MECP2/MORF4L2/NFATC1/NFATC3/PTBP1/RBM4/RGS2/SIRT1/SMAD4/SPAG9/SUPT6H/XBP1/YY1",19
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","9/931","60/17913",0.00361705711307465,0.0306562420971082,0.0241588105334936,"BAG3/CTDSPL2/DHX9/IFNG/RBM22/TARDBP/TPR/TRIM28/ZC3H12A",9
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","25/931","269/17913",0.00362771855876737,0.0306946659811922,0.0241890906745691,"AKT1/CCNH/CDC34/CDK2AP2/CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/CRLF3/CTDSP2/CUL4A/DBF4/DDX3X/GADD45A/MAX/MEPCE/MYC/NASP/PCNA/PLK2/PLK3/PPAT/RPL26",25
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","11/931","83/17913",0.00369670497337671,0.0312256243029409,0.0246075151329771,"AKT1/CCND3/CCNK/CCNL1/CDC37/CDKN1A/CDKN1B/CDKN1C/CKS2/GADD45A/HEXIM1",11
"GO:1901214","GO:1901214","regulation of neuron death","28/931","313/17913",0.00371797179254894,0.0313523917657873,0.0247074148893471,"AKT1/ATF4/CDC34/CEBPB/CPEB4/DDIT3/DDIT4/EFNB2/EGLN1/EGR1/FOS/GATA3/HSP90AB1/JUN/KCNB1/MAP3K11/MAP3K12/MCL1/MECP2/NR4A2/NR4A3/OXR1/REL/SIRT1/SOD1/STAT3/TNF/UBB",28
"GO:0031935","GO:0031935","regulation of chromatin silencing","5/931","21/17913",0.00380182496102389,0.0317389020496144,0.0250120063225256,"MPHOSPH8/PPHLN1/SIN3A/SIRT1/TRIM28",5
"GO:0036507","GO:0036507","protein demannosylation","5/931","21/17913",0.00380182496102389,0.0317389020496144,0.0250120063225256,"DERL2/EDEM3/MAN1C1/RNF103/RNF139",5
"GO:0036508","GO:0036508","protein alpha-1,2-demannosylation","5/931","21/17913",0.00380182496102389,0.0317389020496144,0.0250120063225256,"DERL2/EDEM3/MAN1C1/RNF103/RNF139",5
"GO:1902884","GO:1902884","positive regulation of response to oxidative stress","5/931","21/17913",0.00380182496102389,0.0317389020496144,0.0250120063225256,"ENDOG/MCL1/SFPQ/SOD1/TNF",5
"GO:2000144","GO:2000144","positive regulation of DNA-templated transcription, initiation","5/931","21/17913",0.00380182496102389,0.0317389020496144,0.0250120063225256,"BCLAF1/DHX36/GTF2B/JUN/TAF1",5
"GO:2000737","GO:2000737","negative regulation of stem cell differentiation","5/931","21/17913",0.00380182496102389,0.0317389020496144,0.0250120063225256,"HNRNPU/HSPA9/LBH/STAT3/ZFP36L2",5
"GO:0000077","GO:0000077","DNA damage checkpoint","15/931","133/17913",0.00384833826598577,0.0320737543665936,0.0252758884270893,"CDKN1A/CDKN1B/CEP63/CNOT3/CNOT4/CNOT6/CNOT7/CUL4A/GADD45A/PCNA/PLK2/PLK3/PPP1R10/RAD9A/RPL26",15
